what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660022259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660023717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660026459
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1327660028220
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327660029322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660039016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660545786
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1327660547403
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327660547500
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327660548867
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327660549957
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1327660549957
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327660551306
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327660552128
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327660552129
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327660553233
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327660553233
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327660554182
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327660554182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660554930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660556580
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327660566629
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327660566810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660568038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660580851
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327660582129
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327660582129
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327660585429
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327660585594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660587291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660588355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660589722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660600191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327660601370
